label,text
INFJ的奇幻之旅小组,噗，新传绝对不是理想主义。新闻是资本和政治的工具，新传学得越多越清醒，你也就越痛苦。——新传毕业的媒体打工人本人的认知
INFJ的奇幻之旅小组,适合学，不适合做实务。传播er如是说
INFJ的奇幻之旅小组,噗，新传绝对不是理想主义。新闻是资本和政治的工具，新传学得越多越清醒，你也就越痛苦。——新传毕业的媒体打工人本人的认知
INFJ的奇幻之旅小组,拍拍😿😿😿辛苦了
INFJ的奇幻之旅小组,不适合，至少初阶infj不适合。工作需要大量和各种人打交道，非常消耗精力
INFJ的奇幻之旅小组,本人INFJ，本科管理学，硕士新传，个人并不完全赞同楼里其他观点，因为新闻专业主义就是很理想主义的存在。同时传播学本身是社会学、心理学等infj很感兴趣的学科的交叉领域，社会运行的规律、交往的本质等等理论知识相当能够激发infjer的兴趣。不管新闻人从事哪一行业，秉持着客观和正义至上的理想主义永远不是坏事。尤其在一个媒介朝气蓬勃、还不错的时代。
INFJ的奇幻之旅小组,"纯粹的传播学当然适合
但是进入社会以后会发现学习跟现实巨大的落差，不要轻易进入这一行"
INFJ的奇幻之旅小组,适合学，不适合做实务。传播er如是说
INFJ的奇幻之旅小组,一提新传就想到考研新传真是卷中之卷...
INFJ的奇幻之旅小组,我不适合 尝试跨考过了
INFJ的奇幻之旅小组,新传适合理性主义，INFJ搞这个更自闭
INFJ的奇幻之旅小组,我自己也是新传硕士毕业，之后在电视台当了记者。新闻专业主义不过就是大众化报刊发展之后用来与资本和政治抗衡的行业自律理论罢了，在现实中，客观性和真实性理念压根难以践行。INFJ的确是适合做新闻学和传播学的学术研究的，但工作之后就会出现许多矛盾点。不知道你有没有工作经验，如果工作过后还可以保持这种观点的话，那我可能需要请教一下你是怎么做到的了。我需要向你学习学习如何克服这些矛盾点。
INFJ的奇幻之旅小组,……
INFJ的奇幻之旅小组,想问问6w5是什么意思？
INFJ的奇幻之旅小组,还以为是收入（没文化了）
INFJ的奇幻之旅小组,5w4飘过
INFJ的奇幻之旅小组,想问问6w5是什么意思？
INFJ的奇幻之旅小组,这在哪里测试 可以测到6w5 给个链接吧
INFJ的奇幻之旅小组,九型人格？
INFJ的奇幻之旅小组,还以为是收入（没文化了）
INFJ的奇幻之旅小组,有5w6的！
INFJ的奇幻之旅小组,你好，5号智慧女神们……
INFJ的奇幻之旅小组,哎，一直在压制Fe（泪目），不过话说六号的infj还挺少的
INFJ的奇幻之旅小组,那可能是个别6w5一对一intj成熟后的样子吧，融合了entj，intj，infj…
INFJ的奇幻之旅小组,应该就是九型人格了
INFJ的奇幻之旅小组,👋
INFJ的奇幻之旅小组,5w4飘过
INFJ的奇幻之旅小组,6w5在线回答👀
INFJ的奇幻之旅小组,5w6 ＋1
INFJ的奇幻之旅小组,6w5 我也是
INFJ的奇幻之旅小组,6w5来报道🌝🌝
INFJ的奇幻之旅小组,我就是！听说是希特勒同款……
INFJ的奇幻之旅小组,我也5w4!
INFJ的奇幻之旅小组,5W4+1
INFJ的奇幻之旅小组,本人典型infp，只是单纯想认识一个infj的朋友
INFJ的奇幻之旅小组,其实我对infp与infj的不同很好奇，也想借此验证一下mbti模型的信度与效度
INFJ的奇幻之旅小组,infp和infj算合适的吗？
INFJ的奇幻之旅小组,不是想交友啦... 只是想交流一下探究人格之间的不同
INFJ的奇幻之旅小组,INFJ和infp使用的功能完全相反，实际上差异还挺大的
INFJ的奇幻之旅小组,我有些好奇诶，我之前看mbti的分析完全是从改善自身的角度看的，所以还很少关注人格之间的差异，正好研究下
INFJ的奇幻之旅小组,那我倒是乐意当样本的。
INFJ的奇幻之旅小组,可以看看八维 差挺多的
INFJ的奇幻之旅小组,认识我吧，我infj
INFJ的奇幻之旅小组,我
INFJ的奇幻之旅小组,举爪爪
INFJ的奇幻之旅小组,可
INFJ的奇幻之旅小组,我是INFP，有个十几年的挚友INFJ，她真的能给我能量，INGJ和INFP是互补又互相扶持的两个完全不同的人格
INFJ的奇幻之旅小组,好羡慕呀…衷心祝福你和你的朋友长久相伴
INFJ的奇幻之旅小组,infj5w4男
INFJ的奇幻之旅小组,或者喜欢的电影☺️
INFJ的奇幻之旅小组,爱在 三部曲 罗马假日
INFJ的奇幻之旅小组,《时空恋旅人》！
INFJ的奇幻之旅小组,"苔絲(1979)
兩生花
Only Lovers Left Alive
愛在 三部曲的前兩部
藍白紅三部曲
單身動物園
霓裳魅影
Una"
INFJ的奇幻之旅小组,《Lalaland》
INFJ的奇幻之旅小组,《Lalaland》
INFJ的奇幻之旅小组,《时空恋旅人》！
INFJ的奇幻之旅小组,once
INFJ的奇幻之旅小组,我的野蛮女友
INFJ的奇幻之旅小组,赎罪
INFJ的奇幻之旅小组,远方的呼唤
INFJ的奇幻之旅小组,爱在 三部曲 罗马假日
INFJ的奇幻之旅小组,"苔絲(1979)
兩生花
Only Lovers Left Alive
愛在 三部曲的前兩部
藍白紅三部曲
單身動物園
霓裳魅影
Una"
INFJ的奇幻之旅小组,《横道世之介》
INFJ的奇幻之旅小组,根据你的头像和昵称，我觉得你可能说得是动作片
INFJ的奇幻之旅小组,新桥恋人
INFJ的奇幻之旅小组,拉拉蓝永远的神
INFJ的奇幻之旅小组,诺丁山
INFJ的奇幻之旅小组,全智贤的《雏菊》 还有《我恨你的十件事》
INFJ的奇幻之旅小组,《屋顶上的轻骑兵》，虽然应该用不着我来推荐了
INFJ的奇幻之旅小组,啊……为什么，头像的氛围很喜欢啦，然后就换上叻
INFJ的奇幻之旅小组,感谢评论区！！有好多电影可以看了耶！
INFJ的奇幻之旅小组,哈哈哈哈哈哈 我一直很好奇 你这名字是不是什么第三方软件登录直接给的默认名？
INFJ的奇幻之旅小组,《怦然心动》
INFJ的奇幻之旅小组,小小的白色谎言。
INFJ的奇幻之旅小组,《小姐》
INFJ的奇幻之旅小组,《泰坦尼克号》《安娜卡列尼娜》《女狙击手》
INFJ的奇幻之旅小组,《当哈利遇到莎莉》《电子情书》《伊丽莎白镇》
INFJ的奇幻之旅小组,杯酒人生
INFJ的奇幻之旅小组,情书
INFJ的奇幻之旅小组,"欢迎友善讨论，侮辱性言论我会直接删除
——————
lz女生，异性恋，好像一直都不会处理亲密关系，对喜欢的男生有超强的暗恋癖好，就是不进行任何行动远远看着就觉得开心，也没有什么企图。
一旦喜欢就会产生强烈的自卑以及强烈的喜欢，是不可控的那种，为了抵抗这种失去掌控感与秩序感会主动跟对方保持距离，甚至无法正常沟通，会疯狂脑补对方对我的看法，最后会从朋友到删好友永不联系的程度。
但是说实话还是喜欢的，但是没有办法去正常看待喜欢，最后把对方越推越远。
真的好困扰啊。
——————
经楼里的姐妹的启发，我突然意识到，可能我潜意识里认为我喜欢他是我一个人的事情，当他参与其中的时候这种微妙的平衡就被打破了，所以我迅速启动了我的保护机制来维持这种平衡......
——————
这种状况可能是「假性疏离」，我昨天读到这篇文章1个爆哭，推荐阅读😣
看起来有多高冷，内心里就有多痴迷 | 什么是“假性疏离”？
——————
楼里不和谐的言论我会直接删除哟，不要试图彰显您的高贵对我指指点点，请善良☺
欢迎友善讨论，谢谢"
INFJ的奇幻之旅小组,哇真的 我也是超级擅长暗恋的人，时常自己脑补完爱恨情仇起承转合之后就觉得还是现在这样保持距离就挺好的……不过噢其实INFJ自信起来还是很有魅力的很会撩人的，擅用Fe加上Ni，给对方释放“我理解你”的信号就能够吸引到很多人～当然基础还是要自信一些，不要想太多，相信自己值得被爱！
INFJ的奇幻之旅小组,会，我会因为强烈的占有欲反复闹，最后把对方推走，但是lz别太担心，会有一个人坚定爱着你的，比如说我就遇到了一个推了两年都没推走的人
INFJ的奇幻之旅小组,"N的牛角尖 F的惊弓之鸟
我们也不想……为了保持平静生活才选择了独生 infj也许能喜欢上很多人
但绝对渣不起来 天生容易带入痛苦感受 感同身受"
INFJ的奇幻之旅小组,会 我觉得喜欢他是我一个人的事 如果他回应了我就会逃跑
INFJ的奇幻之旅小组,会😂所以我永远单身
INFJ的奇幻之旅小组,会😂所以我永远单身
INFJ的奇幻之旅小组,会，所以脱单了也很快分😂
INFJ的奇幻之旅小组,哇真的 我也是超级擅长暗恋的人，时常自己脑补完爱恨情仇起承转合之后就觉得还是现在这样保持距离就挺好的……不过噢其实INFJ自信起来还是很有魅力的很会撩人的，擅用Fe加上Ni，给对方释放“我理解你”的信号就能够吸引到很多人～当然基础还是要自信一些，不要想太多，相信自己值得被爱！
INFJ的奇幻之旅小组,第二段简直另世我 而且我已经实践了好几次了 真·桃花杀手
INFJ的奇幻之旅小组,会 我觉得喜欢他是我一个人的事 如果他回应了我就会逃跑
INFJ的奇幻之旅小组,我也会😂
INFJ的奇幻之旅小组,会，我会因为强烈的占有欲反复闹，最后把对方推走，但是lz别太担心，会有一个人坚定爱着你的，比如说我就遇到了一个推了两年都没推走的人
INFJ的奇幻之旅小组,啊 我就是 喜欢就想占有 但又不会主动 不会沟通。偏偏对方也是infj，救命
INFJ的奇幻之旅小组,世另我...但是我们都一样，我帮不了你啊....
INFJ的奇幻之旅小组,会
INFJ的奇幻之旅小组,"我被推了7年......
我仍未放弃......
今年初和她还通了一次电话,然后又把我拉黑了....."
INFJ的奇幻之旅小组,那就放弃吧，你这样子会给对方造成很大压力的，我曾经就有被我推开的人和我哭诉，我给她造成了太大的压力了
INFJ的奇幻之旅小组,喜欢一个人的时候藏不住，还是会表现出来的，如果这个人不喜欢我也没什么的，那就没有遗憾了，那我们就继续寻找也同时喜欢自己的人不是更好吗？
INFJ的奇幻之旅小组,"我是被推开的人, 哭的是我. 因为全平台被拉黑所以我没有任何主动权, 无法接近她,也无法得知任何关于她的信息, 除非她主动为我打开大门"
INFJ的奇幻之旅小组,会，以前就是担心给不了对方太好的而辜负别人，最后就真辜负了
INFJ的奇幻之旅小组,不走心的时候有趣爆棚 面对有点在乎的人就冰冻自己 不会准确释放魅力 🆘
INFJ的奇幻之旅小组,会
INFJ的奇幻之旅小组,"擅长暗恋✔️保持距离✔️避免接触✔️暗中留意✔️

喜欢暗恋的感觉，不会告诉任何人，可以脑补各种奇遇，自得其乐。现实中如果发现对方三观不合就会立刻拉入黑名单。如果知道对方脱单就会干脆放弃，所以我的暗恋一般都维持不了多久😂"
INFJ的奇幻之旅小组,…有点夸张
INFJ的奇幻之旅小组,"遇到喜欢的对象，一开始不要投入太多感情，建议当成一个养成游戏，自己在帮游戏主角物色可以托付终身的对象。

一边观察暗恋对象，看看是不是值得托付和信任的人，一边欣赏对方优点，作为暗恋的动力和养分。

如果对方脱单，我不希望游戏主角在一棵树上吊死，因为我想让ta获得幸福，所以会很快放弃。

但每个人不一样，所以不确定这个方法适不适合你😂仅供参考"
INFJ的奇幻之旅小组,"为什么要推走
跟喜欢的人互动不是很快乐很甜蜜吗 
我只有在得不到回应或者很没安全感的时候才这么做 
但能让我这么做的男生 肯定对我也不是很肯定的 是很疏离游移的 这样的男孩子不要也罢咯"
INFJ的奇幻之旅小组,会啊，所以单身。故意把人往外推。是因为自己需要空间。
INFJ的奇幻之旅小组,参与其中的时候这种微妙的平衡就被打破了，所以我迅速启动了我的保护机制来维持这种平衡......说得好
INFJ的奇幻之旅小组,天啊 世另我 感觉暗恋比真的在一起快乐多了😅
INFJ的奇幻之旅小组,是我了，回避性依恋
INFJ的奇幻之旅小组,人间真实……
INFJ的奇幻之旅小组,会，有时候脑补太多或者把对方某个行为过分分析，就会想太多，然后强行自断，分裂，其实会给对方觉得我们三分钟热度不够坚定的信号……… 特别不好～ 太作了，很多时候根本没必要呢，所以要强化训练自信！
INFJ的奇幻之旅小组,那是真的不喜欢你，别纠缠啦～
INFJ的奇幻之旅小组,"N的牛角尖 F的惊弓之鸟
我们也不想……为了保持平静生活才选择了独生 infj也许能喜欢上很多人
但绝对渣不起来 天生容易带入痛苦感受 感同身受"
INFJ的奇幻之旅小组,会
INFJ的奇幻之旅小组,这描述太真实了，我哭了(´;︵;`)特别是那句爱到永不联系的程度…全是俺一个人的内心戏
INFJ的奇幻之旅小组,我也是，曾经暗恋过一个男生三年，后来因为被周围人都谈恋爱了刺激去告白，结果是被拒绝。之后消沉了好一段时间。不管怎么样，暗恋这件事情不要陷的太深，及时止损是最好的办法
INFJ的奇幻之旅小组,所有你觉得费力的，都不是合适的。
INFJ的奇幻之旅小组,你要不换个电话号码试试？
INFJ的奇幻之旅小组,是的！！！
INFJ的奇幻之旅小组,啊，击中。
INFJ的奇幻之旅小组,"我也全网拉黑了个人 
在等他主动换个号码找我试试
啊哈哈哈哈哈"
INFJ的奇幻之旅小组,我也是！哈哈哈哈你懂我
INFJ的奇幻之旅小组,一样 最惨的还是 在我崩的时候 对方还有一种摸不着头脑的感觉
INFJ的奇幻之旅小组,可以说很可爱了
INFJ的奇幻之旅小组,"你让我知道了原来真的有人那么可爱，那么坚持的，宝贵。

不过不要让她觉得被缠着被骚扰，我觉得如果我是被人这么坚持选择，真的有点感动，但现实中不知道自己会不会烦呢，呃哈哈哈"
INFJ的奇幻之旅小组,"七年后再联系 仍然拉黑你 确认是不喜欢你了。或者时过境迁，已经不再适合联系，也不再有心绪面对。
我是拉黑了喜欢的那个人 但他如果现在回来找我 我立马头也不回的奔过去抱他 
别纠结了 下一个吧"
INFJ的奇幻之旅小组,"@楼上回复我的朋友们:

对于她我不会做出什么纠缠而令她困扰的行为,那会违背我本心,那通电话也是她取消了之前的拉黑并让我和她通话的,并且电话里也给了我一些希望.只是之后又拉黑了,这种反复拉黑解除的模式在这几年中重复了很多次.我不会去尝试分析她对我是怎样的态度,因为那与我无关,我怎样看她也是我自己的事,如果会轻易动摇,便不是我了.

七年对我来说只是一眨眼的时间,纵然生命有限,但能为理想和爱情奉献便没什么遗憾,这看似残缺的人生却让我感到无比充实, 或许未来有一天我可以释怀,但至少此刻,我的潜意识依然在阻挠我放下她,而我的选择也只是让主观意识与之保持一致罢了,这会让我更舒服一些, 这也意味着就算她结婚了,生活得很幸福,此生与我再无瓜葛,也无法减轻我对她的思念."
INFJ的奇幻之旅小组,"我至今还在这个组游荡探索intp与infj的相处之道,也是有理由的, 就算很多人都认为二者并不合适,我也认为人是活的,不是一盘死棋,理解不够那就了解至骨髓"
INFJ的奇幻之旅小组,其实看到你这么说，还是蛮触动蛮心疼的啊。难得世界上有这样的坚持、深情和懂得，更难得是对自己的感情有这样的坦诚。其实INFJ这个物种很多时候的拧巴都是因为少了点这样对人对己的坦诚吧……不能够很好的表达、接受自己的感情、需求，也不能够很好的接受现实中的种种落差。然后我想说，换位共情一下我会觉得，如果有人一直这样惦念着自己，会感觉很温暖很安慰吧。
