label,text
INTP小组,"INTP型的人是解决理性问题者。他们很有才智和条理性，以及创造才华的突出表现。

INTP型的人外表平静、缄默、超然；但内心却专心致志于分析问题。他们苛求、精细、惯于怀疑。他们努力寻找和利用原则以理解许多想法。他们喜欢有条理和目的的交谈，而且可能会仅仅为了高兴。争论一些无益而琐细的问题，只有有条理的推理才会使他们信服。

通常INTP型的人是足智多谋、有独立见解的思考者。他们重视才智，对于个人能力有强烈的欲望，有能力也很感兴趣向他人挑战。INTP型的人最主要的兴趣在于理解除了能够准确知道、接受和明显的事物之外的可能性。他们乐于为了改进事物的目前状况或解决难题而发展模式。他们的思考方式极端复杂，而且他们能更好地组织概念和想法而不是人。偶尔，他们的想法非常复杂，以致于很难向别人表达和被他人理解。

INTP型的人十分独立，喜欢冒险和富有想象力的活动。他们灵活易变、思维开阔，更感兴趣的是发现有创见而且合理的解决方法，而不是仅仅看到成为事实的解决方式。

可能存在的盲点：

因为INTP型的人过分依赖他们的条理性分析，所以他们会忽视与别人有关的事物。如果某一方面不符合逻辑，即使对于他们来说很重要，他们也会冒险抛弃。他们承认自己所真正关心的会有助于与真实的情感保持联系。

INTP型的人精通于观察——种思想的缺陷，但对于表达自己的评价却沉默寡言。因为他们拒绝在整个计划中存在一点不符合逻辑的地方，所以他们在涉及计划某部分的一个细微错误之时迟滞不前，使整个方案难以完成。当他们把自己高度磨练过的批评性思考运用到周围的人身上时，他们直率的诚实会变为一种无意的伤害。必须告诉他们，而且他们必须学会询问在情感上与别人相关的事务。

因为INTP型的人喜爱解决问题，所以往往他们会对常规的细节缺少耐心，而且如果一个汁划需要过多的细节或持久贯彻，他们会失去兴趣而永远完成不了计划。向外转移他们的能量会使他们获得充分的实际知识以产生可行的、让别人能接受的想法。

当INTP型的人努力维持自己高标准的完美时，他们有时会想到不合适。学会与别人分享感受会帮助他们获得更现实和客观的见解。"
INTP小组,"INTP型的人，在外人看来确实是异类。

太善于观察，又有自己的一套奇怪的逻辑思维，往往从别人的一个不经意的小细节就推断出这个人的本质来，然后理性会跑出来跟自己讲，你这样的推断很武断，必须证伪！于是与人交往的整个过程，都在力图证明对方不是自己直觉中的那样。。。纠结啊！

对于解决问题的热爱，简直到了疯狂的地步。小时候为了制造麻烦出来解决，几乎拆过家里所有的电器。大学时候热心公益为整层楼的同学们修电脑，工作以后常被人戏称为10086,因为太热衷于解决实际问题了。

看待任何事物，理性远远占了上风，就算有情感的因素在里面，理性最后还是会毁掉情感联系。。所以，往往会显得正直而不近情义。

最恼火的是，自己知道自己所有的毛病！"
INTP小组,INTP与众人相处时确实难以适应，所以我喜欢独处或两三人左右的小群体交流，我喜欢和有思想深度的人交谈（不管对我持赞成或批评态度）。
INTP小组,"INTP果然也是个有趣的家伙。。。有趣是我评价人的最高标准之一
聪明地解决问题，对我这种类型来说相当受用"
INTP小组,"要适当地伪装自己
放浪于形骸之外，而收敛于内心"
INTP小组,"INTP属于那种实用类型非常好的那种。
——————
很汗。。。INTP属于标准的空想家，尤其是那种发展不完善的。INTP多数是那种一旦认为自己明白了，就不再有兴趣了，让他们执行他们的想法，难叻，兴趣早就不知道转移到哪里了。。不知道你的实用是指什么。。。"
INTP小组,每次看到这个我就觉得我好聪明阿~~啊~
INTP小组,不知是可喜的还是可悲的
INTP小组,傻瓜才是幸福的
INTP小组,ENTJ 路过~~~
INTP小组,这种文章往往有夸大其词的嫌疑
INTP小组,写得比较 理想完美了吧。。 通常我们都是被一些不那么积极的特质所困扰，而想要完善改变。。
INTP小组,不要做梦
INTP小组,夸大其词也好，我还是觉得做个INTP 真是令人羡慕啊~~~~~（某人的自恋症又发作了）
INTP小组,其实只有自己才知道自己的痛苦。
INTP小组,“而且可能会仅仅为了高兴。争论一些无益而琐细的问题，只有有条理的推理才会使他们信服。”看来我果然有点太偏F了~ F跟P差不多对半的某人飘过~
INTP小组,我觉得很痛苦
INTP小组,INTP与众人相处时确实难以适应，所以我喜欢独处或两三人左右的小群体交流，我喜欢和有思想深度的人交谈（不管对我持赞成或批评态度）。
INTP小组,我觉得INTP会有点孤独。有时候有点脱节的感觉。
INTP小组,"我觉得很痛苦
+1

INTP与众人相处时确实难以适应，所以我喜欢独处或两三人左右的小群体交流，我喜欢和有思想深度的人交谈（不管对我持赞成或批评态度）。
+1

我觉得INTP会有点孤独。
+1"
INTP小组,"...

INTP与众人相处时确实难以适应，所以我喜欢独处或两三人左右的小群体交流，我喜欢和有思想深度的人交谈（不管对我持赞成或批评态度）。 
+1 

人多的时候 愿意一个人呆着 或者有个亲密的人陪伴一起呆着 那样足够了~

看完以后仍旧觉得。。我好聪明呀好聪明~ 于是便好开心呀好开心~~哈哈"
INTP小组,我也发现自己好聪明哦，好开心哦：）
INTP小组,重读，收获良多
INTP小组,"会让我很自恋的~~~盼望遇到INTJ女
貌似身边有一枚
不敢下手"
INTP小组,那位什么我的智商只有89
INTP小组,"INTP属于那种实用类型非常好的那种。
内向的自省，N的想象力,T的逻辑化，P的跳跃式思维。

无论怎么说，我都觉得这个信鸽要比INTJ要好。对于E而言，E在现实中只是交际有点用，但是I能够训练交际。E却无法做到I那种自省和单独工作时承受更多的孤独感。

我是INFP的。我觉得要是INTP男娶个INFP女，应该很不错吧。但我是INFP男。"
INTP小组,"可能一生都在不断寻找自己的领域 
讨厌啰嗦和重复的家伙 
喜欢干净温和睿智的人 喜欢聪明的人
质疑一些社会基本规则 
唯一热爱的东西是知识 
但似乎自己永远也达不到热爱这样的程度 
无法简单地追求一个目标所以总是失败者"
INTP小组,"INTP属于那种实用类型非常好的那种。
——————
很汗。。。INTP属于标准的空想家，尤其是那种发展不完善的。INTP多数是那种一旦认为自己明白了，就不再有兴趣了，让他们执行他们的想法，难叻，兴趣早就不知道转移到哪里了。。不知道你的实用是指什么。。。"
INTP小组,"我觉得很痛苦(不过还是痛苦并快乐着) 
+2

INTP与众人相处时确实难以适应，所以我喜欢独处或两三人左右的小群体交流，我喜欢和有思想深度的人交谈（不管对我持赞成或批评态度）。 
+2

我觉得INTP会有点孤独。 (孤独并坦然着)
+2"
INTP小组,自我标榜的原因？ 想考察考察这个～～
INTP小组,"不要怀疑自己，我是INFP的，INFP是情感的漩涡，INTP是智力的漩涡。我自己在理智的时候的确能充分感受到智慧的力量，我想INTP比INFP更容易高精度地去思考。

但关键因素还有后天的培养问题，他决定一个人的最终高度。"
INTP小组,完了，我这辈子算完了，我好象就是这种人
INTP小组,重读
INTP小组,"我觉得很痛苦(找不到工作) 
+3

INTP与众人相处时确实难以适应，所以我喜欢独处或两三人左右的小群体交流，我喜欢和有思想深度的人交谈（不管对我持赞成或批评态度）。 
+3

我觉得INTP会有点孤独。 (孤独就可以更好地阅读和思考) 
+3"
INTP小组,我觉得好奇怪哦 既然他们苛求 精细 那为什么对在要求细节性的工作不能忍受呢
INTP小组,我的苦恼就是太聪明
INTP小组,"要适当地伪装自己
放浪于形骸之外，而收敛于内心"
INTP小组,"我觉得很痛苦(不过还是痛苦并快乐着) 
+3

INTP与众人相处时确实难以适应，所以我喜欢独处或两三人左右的小群体交流，我喜欢和有思想深度的人交谈（不管对我持赞成或批评态度）。 
+3

我觉得INTP会有点孤独。 (孤独并坦然着) 
+3"
INTP小组,队形三条+5……目前陷入困境的intp们直接抱团取暖吧=w=
INTP小组,不知道应该把这性格看成是幸运还是悲哀，INTPer实在是很难有大喜大悲之类的情绪起伏！
INTP小组,能量向外转移的感觉好极了
INTP小组,INTP办事拖拉，只爱空想，却不能将想法付诸实践。
INTP小组,太聪明了真的不好
INTP小组,恩，没太明白什么是向外转移能量，，类似YY？
INTP小组,"看了这个，我觉得INTP是个怪物。
自以为是而且并没有接近真理。像一只自欺欺人的努力的蜗牛。因为目标不在目的地"
INTP小组,还是很喜欢INTP
INTP小组,真无奈。。能找一些intp的不足之处么 长处肯定都好看
INTP小组,"不足么？就是很明显的“不关心他人情感上的需要”。甚至无视。

所谓“我才不管你受没受伤呢。错就是错。不好就是不好。”

我知道你可能会受伤。但我不在意。

哈哈哈。"
INTP小组,确实，我们总觉得有更高的的价值在等着我们去发现，总认为生命的每一分钟都在比过去更高的最高点，以此来消耗我们太多的专注力，但现实没有那么多至高点，我们的生活大多是在平凡中度过的，所以尼采用酒神精神来对抗生命的无意义，享受现实带给我们的一切，包括苦难和悲剧。
INTP小组,"不足么？就是很明显的“不关心他人情感上的需要”。甚至无视。 

所谓“我才不管你受没受伤呢。错就是错。不好就是不好。” 

我知道你可能会受伤。但我不在意。 

哈哈哈。
-----------------------------------
我不知道什么叫受伤...完全思考这件事的问题所在和指导方向去了,当然这是对我自己"
INTP小组,"大多数时候隐藏自己犀利的一面，不和平常人去交流那些自己深入思考的东西，因为普通人会不接受甚至无法理解，与有深度的人交流问题，会很快乐。喜欢思考。外在倾向于把自己伪装成疯癫的傻子。
确实思想复杂。"
INTP小组,"写的都是好的一面，不好的一面一字未提
INTP有INTP的缺陷和痛苦"
INTP小组,"作为一只INTP，重新审视自己的性格缺点时，所有缺点暴露无遗。
每个性格都有它的优缺点的。。INTP是站在思想和世界最前端的人，难免让人觉得无法理解，因为思维和眼光太超前了，就像预言家一般。 。INTP看到的可能绝大多数人看不到，甚至察觉不到，否则人数也不会这么少。在我第一次完成性格测试时我就感觉到，INTP和ENTP绝对是稀有性格。
我最大的缺点来自无法坚持和对目标的动力不够。 
必须要突破这个瓶颈。。。"
INTP小组,"INTP把自己看得很清楚
并接受一切
很礼貌的聪明"
INTP小组,"I强，厌恶讲话多、吵闹的人。
N强，实在无法理解S强的人。
T微强，觉得自己在本质上是个无情的人，而且很喜欢和别人淡淡地相处。就是那种互相尊重自己索居的需要，但在见面时仍然保持友好的情况…………为这个实在很纠结啊，这种交心的感觉真的很难得到……所以伪装F啊。
P微强啊，但没怎么离谱"
INTP小组,我已经习惯了一个人了
INTP小组,"INTP型的人精通于观察——种思想的缺陷，但对于表达自己的评价却沉默寡言。因为他们拒绝在整个计划中存在一点不符合逻辑的地方，所以他们在涉及计划某部分的一个细微错误之时迟滞不前，使整个方案难以完成。

-----------------------------------------------------------------------------

请问这个缺点可以通过努力修正么。。=="
INTP小组,LS有望成为结婚后不出轨的好男人：）
INTP小组,INTJ型人可塑性很强，对于EQ方面感知和罗曼蒂克的缺乏不足为奇也符合他们的个性，但完全可以发挥他们的优点，理性的分析和追求真理的执着！只要他们愿意，没有解决不了的问题。INTJ型人可以说做好不容易，但是做得好的可谓天才！
INTP小组,"都说INTJ与别人交流有困难，我看其实不然，因为我也是INTJ，最近开始研究人性问题，已经很好的恰融身边的同伴。直接抓住本质解决问题。 

INTJ需要不断寻找真理才能成长自己，加强自信。在做某事情他们总是追求某种意义，不然他们会感到很茫然，这就是他们的目标感！如果事情对他们带来不利影响，也定会想方设法去克服和解决。他们是完美的现实主义者！"
INTP小组,無聊
INTP小组,INFJ路过……传说中和ENTP是互补……
INTP小组,"INTP果然也是个有趣的家伙。。。有趣是我评价人的最高标准之一
聪明地解决问题，对我这种类型来说相当受用"
INTP小组,"ls的家伙们已陶醉在""聪明""二字当中- -
醒醒啊好嗎??"
INTP小组,这个就像dota一样，上天帮你随机到了intp这样的英雄，，你要做的不是去抱怨或者迷茫，找出自己的优势期，分析自己的弱点，找到自己的价值 ，并且最大化的发挥 。在弱势的时候，低调的积累能量。任何以intp真身特质沾沾自喜或者害怕嫌弃的人都是愚蠢的
INTP小组,"人都喜欢听好听的，不管哪种类型都有优点缺点，如果大张旗鼓地说优点，很委婉的说缺点，这样的帖子转发率自然就高了，呵呵

个人喜好: entp>intj>intp

我觉得intp可能快乐比较多，INTJ快感刺激比较多，INTP没什么发泄渠道不过可塑性比较强"
INTP小组,大隐隐于市。闭门造车。独立思考。好吧，我已经接受自己了，也找到（或疑似找到）接受我的人了，并且我们都认同----------林子大了什么鸟都有和与其把自己的人生过成像别人的人生还不如自己过自己的人生-----------这“二”人生信条。
INTP小组,那位 智商89的大哥 下次努力 争取成为正常人 我和这堆 INTP比 不够上述的聪颖
INTP小组,"··我只想知道我是神马人格了现在
哈哈
不知道是intp还是entp
还是intj还是entj了
纠结哟·
都怪把自己维度降低了弄得现在周围走"
INTP小组,有点离群
INTP小组,"哈哈,完全符合本人,说INTP天赋凛然一点也不为过,至少哥现在的技术水平已经能和
胜我7,8年的人相比,悟性高是不争的事实,呵呵...
努力提高个人能力中......
感情方面不给力啊...纠结"
INTP小组,这是所有INTP人优势的夸大集合， 的确这里面没有任何实质上的错误，但要知道，基于时间的有效性及特定空间下的独特感知力，每个INTP人仅仅拥有这个集合的部分优势并确切的被表现出来。在未来的时间与空间进一步不确定发展下，每个INTP依然有无限畸变的可能性，至少从现在开始沾沾自喜的人来说，也就初步悖逆了INTP的部分概述了吧？
INTP小组,"INTP型的人，在外人看来确实是异类。

太善于观察，又有自己的一套奇怪的逻辑思维，往往从别人的一个不经意的小细节就推断出这个人的本质来，然后理性会跑出来跟自己讲，你这样的推断很武断，必须证伪！于是与人交往的整个过程，都在力图证明对方不是自己直觉中的那样。。。纠结啊！

对于解决问题的热爱，简直到了疯狂的地步。小时候为了制造麻烦出来解决，几乎拆过家里所有的电器。大学时候热心公益为整层楼的同学们修电脑，工作以后常被人戏称为10086,因为太热衷于解决实际问题了。

看待任何事物，理性远远占了上风，就算有情感的因素在里面，理性最后还是会毁掉情感联系。。所以，往往会显得正直而不近情义。

最恼火的是，自己知道自己所有的毛病！"
INTP小组,"我现在失去所有的能量了
我要把我的精神屏障连根拔起
我没有耐心继续下去了"
INTP小组,自恋算不算一条共同特征。我也觉得我好聪明啊！！
INTP小组,很孤独
INTP小组,
INTP小组,进来补充一下多巴胺
INTP小组,"他们苛求精细 那为什么对在要求细节性的工作不能忍受....
---------------

这个...太正了！"
INTP小组,"他们苛求精细 那为什么对在要求细节性的工作不能忍受....
---------------
精细局限于构想，落实到现实会觉得繁琐。所以intp是很好的策划者而非执行者。"
INTP小组,intp毋宁说征服世界不如说征服自己
INTP小组,总觉得我在感情方面是个失败者呢
INTP小组,intp确实有很多需要改进，不过优点就不用我说了，，，，intp确实在感情路上很失败，但是感情路上很快就会忘掉过去的伤痛，，，智商嘛，中上等，118，，喜欢拖拉，，喜欢追求精神上的东西，比如理想，人生意义，生活品质，
INTP小组,"作为INTP，你需要谨记：

1. 更加有条理，尝试坚持计划
2. 对他人要有耐心，体会他人感受和反应，增进自己的人际交往
3. 增强自己的执行力，将观念落实，关注现实和细节
4. 简单清楚的表达自己的想法，不要将简单的事情想复杂
5. 学会赞赏和鼓励他人，更多的去体会自己和他人的情绪感受，学会理解别人
6. 目前不要考虑在压力大的环境中工作，在适合的时候，主动承担一些工作对自己的发展更有利
7. 尽量思考成熟后再采取行动，碰到困难时，需要坚持 

刚进门看到第一条我就不在intp和intj之间徘徊了。不过，这很明显是在向intj发展的嘛。"
INTP小组,并不存在纯粹的INTP，原因很简单，INTP的自省必然会导致自己越来越接近INTJ。当然这只是在工作的时候，一旦到了休息时间立刻就会恢复INTP的本性。
INTP小组,神经病人思维广 弱智儿童快乐多
INTP小组,"本帖留名
作为INTP 真的很不错"
INTP小组,够用了 就比布什少一个数
INTP小组,"很久很久前测过一次智商，不到70，排名全班倒数第一
这以后就再也不想测了"
INTP小组,"他们苛求、精细、惯于怀疑。

————
P咧~~~

都N了，还精细苛求个鬼；P"
INTP小组,"哈~

话说楼下的怎么成了晒智商？这个是父母决定的，不是你的功劳。
思维模式，是你自己养成的。
测了好几个版本。120-140区间飘过~
入世为智—>出世为慧，做事小聪明与做人大智慧还有相当距离。INTPs不要停步于YY自己的思维世界，与人交流、沟通、用情感激发灵感，才能打开你的瓶颈，发现更广阔的世界。"
INTP小组,智商只是一部分 自己不断改善与提高才是出路
INTP小组,表面是那样，内心还是INTP。。。我把自己训练成过ENTJ呢。。。半年后就又回来了。。。
INTP小组,"表面是那样，内心还是INTP。。。我把自己训练成过ENTJ呢。。。半年后就又回来了。。。


深表同情，一样一样。"
INTP小组,报个道- -
INTP小组,缺点正是我的困扰和不足。
INTP小组,同上，太正了！
INTP小组,...我的理解有误！我好想达不到。。。
INTP小组,我是新来的
INTP小组,"因为他们拒绝在整个计划中存在一点不符合逻辑的地方，所以他们在涉及计划某部分的一个细微错误之时迟滞不前，使整个方案难以完成。

。。。鄙人拖延症的症结所在。。"
INTP小组,说的是，谢谢你
INTP小组,"以前我不知道自己是intp，就知道内向点，现在想想，太符合了：
1，兴趣广泛，不求甚解，博而不精，弄得都不清楚自己喜欢什么，想要什么了；
2，计划构想很好，尤其是很多细节，但实施的时候就常在一些小细节上搁浅；
3，感情路上非常不顺，三年前喜欢文静，独立，有思想的，一年前又喜欢热情，直爽，普通点的，结果常常在对的时间遇到错误的人（或者反过来），以至于现在朋友帮介绍问哪种类型的我都说不出来"
INTP小组,翻
INTP小组,其实ESFP也挺聪明的 而且还不自恋
INTP小组,偶是处女座的INTP，根本就是double的INTP啊
INTP小组,哎，同时天涯沦落人，相逢何必曾相识
INTP小组,"自从被组长升为管理员之后，基本没有删过贴、踢过人，遇到过投诉的，也是仔细甄别的。因为我奉行最小干预言论的原则，最大程度包容各种观点的表达、情感的交流。组长维游定的基本规则，也只有最低限度的那两条，我认为这很好。一个是保证每个组员的获得尊重的权利，一个是防止管理员滥用权力、也就是保证了每个组员的说话的权利。这两条都算是最基本权利。
虽然理解每个人经历的人生不一样，其说话方式也会有比较特殊的，但是还是希望大家相互体谅、相互尊重。你可以不同意对方所说的，但是请你礼貌的，至少是不冒犯的、非攻击的方式说话。交流的前提是相互尊重，因此“被尊重的权利”显然先于“交流说话的权利”，所以当你侵犯别人“被尊重的权利”的时候，就只能剥夺你“交流说话的权利”了。
最近有组员持续的反映某些人言辞粗鄙，攻击他人的情况。因此，我在此声明，只要我还是小组的管理员，只要我在线，此后如有言语里有脏话的（变相的拼音、外文）、对别人人身攻击的、诋毁其他性格类型人群的，以及违反豆瓣相关社区管理规定的，请大家告知我（豆油我连接和截图），我将履行管理员的职责：将在不予告知的情况下，视情节对其进行处理（禁止回应、删帖、踢出、封禁）。
勿谓言之不预。
——————————————————————
更新：20200402
“性格心理类型指出人的性格趋向”，“性格心理类型没有绝对好坏、善恶、优劣”。因此，不应仅依据性格心理类型、维度类型来对他人进行“智力、能力、才华、道德”上的判断和评价。若执意如此，则我将视之为某种程度上的对他人的歧视、冒犯、诋毁、攻击，从而进行与之相应的处理。"
INTP小组,一个性感的形象，皮鞭和蜡烛闪着光
INTP小组,一个管事的形象，镜片反射出冷光
INTP小组,一个法官的形象，头顶闪耀着光辉。
INTP小组,一个家长的形象，手里握着黑色腰带
INTP小组,选头像要慎重，不然和别人撞头会对自身存在的独特性产生怀疑
INTP小组,一个法官的形象，头顶闪耀着光辉。
INTP小组,一个家长的形象，手里握着黑色腰带
INTP小组,一个管事的形象，镜片反射出冷光
INTP小组,一个性感的形象，皮鞭和蜡烛闪着光
INTP小组,不把社交网络当公共场所
INTP小组,INTP本身这个性格就不会注意好好说话
INTP小组,你的头像。。。
INTP小组,INTP当然可以好好说话，只是不会很贴心的讨好安慰别人
INTP小组,这里的“好好说话”，仅仅是不讲脏话的意思。不要告诉我，所有的INTP本性就是“不讲脏话就不能说话”的没要教养的人，或者，“想说脏话就要说脏话”的没有自制力的人。
INTP小组,你抄袭我的头像？
INTP小组,选头像要慎重，不然和别人撞头会对自身存在的独特性产生怀疑
INTP小组,那谁能告诉我隔壁那个小李成天上窜下跳的比说脏话的强？
INTP小组,哈，其实无所谓了……
