label,text
ENTP 发明者小组,现在还有吗？(好奇)
ENTP 发明者小组,三分钟热度的大家会不会三天后就集体不聊了
ENTP 发明者小组,想加！
ENTP 发明者小组,想加
ENTP 发明者小组,还有群吗，加一个
ENTP 发明者小组,微信helloBeautifulDay25
ENTP 发明者小组,EUID89757
ENTP 发明者小组,这里噢
ENTP 发明者小组,c894304778
ENTP 发明者小组,esmussseinrr
ENTP 发明者小组,还有嘛
ENTP 发明者小组,想进
ENTP 发明者小组,想加
ENTP 发明者小组,加
ENTP 发明者小组,求拉群~~
ENTP 发明者小组,还有嘛👀
ENTP 发明者小组,求拉
ENTP 发明者小组,求拉
ENTP 发明者小组,求拉dd
ENTP 发明者小组,求加～(｡ì _ í｡)
ENTP 发明者小组,Thescorpio1997 求拉
ENTP 发明者小组,还有嘛 我要入群
ENTP 发明者小组,dd
ENTP 发明者小组,ENTP求加群！
ENTP 发明者小组,还有吗!求拉!
ENTP 发明者小组,"A448142161,
拉我"
ENTP 发明者小组,怎么加群？entp找同类
ENTP 发明者小组,"从小就经常因为丢东西跟自己生气。
上学的时候丢过书包、教科书、作业本，
现在经常丢钥匙，丢钱包，丢身份证。
刚刚发现又把电脑丢了。
我真的要被自己气死了。想原地给自己一个过肩摔。
我发现自己的脑回路真的跟别人不一样，从来不会记起来离开一个地方要看看有没有掉东西。就是完全不会有这种意识。很气，想跟自己打架"
ENTP 发明者小组,经常…经常会忘记口袋里塞了什么东西，今天中午把银行卡塞口袋里，掏手机时候就忘了，把银行卡顺弄丢了……
ENTP 发明者小组,天天丢东西 大学办了九十个饭卡 丢了三次钥匙 丢了无数次课本帽子零零碎碎小东西 气死了所以出门我就啥也不带
ENTP 发明者小组,我丢三落四专业户🤧
ENTP 发明者小组,si最后功能不是白说的
ENTP 发明者小组,本entp是这样，而且健忘症非常严重……
ENTP 发明者小组,是的
ENTP 发明者小组,小时候我的红领巾都是批发的
ENTP 发明者小组,卧槽，我也是。但是读书就可以过目不忘，做事情非常健忘
ENTP 发明者小组,我夏天的雨伞要批发
ENTP 发明者小组,乱而不丢。。。
ENTP 发明者小组,"1.手指修长。
2.在周围人眼中，身高比大众稍高，身材较好，长相偏上。
3.开会的时候----特别是在开会的时候，经常玩弄小玩意儿，例如转笔等，关键是：一定会出现动静。（玩意儿失控掉下的响声。如果确定这点基本可以断定entp）
4.各种体育运动似乎都有天赋。

再说两句不是太具体的：
不太懂得感情表达，拐弯抹角的对entp表达情感纯属浪费时间。
批判性极强。
多少有点强迫症。
各领域都有所涉猎，大部分情况下，不只停留在肤浅层面的涉猎。

以上纯属个人经验总结。若是通用，不甚荣幸。"
ENTP 发明者小组,NT向来不擅长体育运动。
ENTP 发明者小组,清高中带着一点和蔼，淡定中带着一缕激情！
ENTP 发明者小组,这个外貌有什么关系！
ENTP 发明者小组,"玩意儿失控掉下的响声。。 
----------
我经常手贱去砸一些不容易坏的东西……"
ENTP 发明者小组,"神准哦，
我手指长哦，小时候玩珠子，有手卡的，我最长，称为卡王。。
180的身高，南方人算高了。。
无论大家多么安静，多么自觉，我都会做点奇怪的事情出来，转笔啊，敲桌子啊，深呼吸啊。。。
体育的话，自行车我很行呢，游泳也很行呢，。


entp的人是不是喜欢个人的运动呢，我发现我一点不喜欢篮球，足球，网球，羽毛球，乒乓球，地球。。"
ENTP 发明者小组,"不靠谱啊，外貌我只有第三条符合

批判性极强。
各领域都有所涉猎，大部分情况下，不只停留在肤浅层面的涉猎。 
这两条也符合。
我自认为现在感情表达能力还可以。
强迫症更多的是J有吧。"
ENTP 发明者小组,NT向来不擅长体育运动。
ENTP 发明者小组,只有第三条符合+1……
ENTP 发明者小组,NT身体上的反应慢半拍，而且攻击性相对较差，在竞技体育上，肯定不成~
ENTP 发明者小组,"1.手指修长。
2.在周围人眼中，身高比大众稍高，身材较好，长相偏上。
3.开会的时候----特别是在开会的时候，经常玩弄小玩意儿，例如转笔等，关键是：一定会出现动静。（玩意儿失控掉下的响声。如果确定这点基本可以断定entp）
4.各种体育运动似乎都有天赋。
----------------------
 123很明显，4当中除掉游泳就差不多了"
ENTP 发明者小组,只有第三条符合。。。赞同lss，我反射弧特别长，只能搞搞跑步游泳的。。。
ENTP 发明者小组,"体育真不擅长啊，静坐和瑜伽 快走 还行

身高要是再高个10公分就幸福了

强迫症还行，有点受不来脏和乱"
ENTP 发明者小组,基本准确
ENTP 发明者小组,为什么说的entp好像只有男人一样!~
ENTP 发明者小组,清高中带着一点和蔼，淡定中带着一缕激情！
ENTP 发明者小组,嘿嘿，LS在说我嘛？
ENTP 发明者小组,"1.手指修长。 
2.在周围人眼中，身高比大众稍高，身材较好，长相偏上。 
3.开会的时候----特别是在开会的时候，经常玩弄小玩意儿，例如转笔等，关键是：一定会出现动静。（玩意儿失控掉下的响声。如果确定这点基本可以断定entp） 
4.各种体育运动似乎都有天赋。


- -各种神准"
ENTP 发明者小组,基本属实
ENTP 发明者小组,除了1 ，其他基本都符合，我手小，手指短，哈哈
ENTP 发明者小组,"玩意儿失控掉下的响声。。 
----------
我经常手贱去砸一些不容易坏的东西……"
ENTP 发明者小组,欧…我明显很矮………而且身材一般麻
ENTP 发明者小组,除了3.。唉
ENTP 发明者小组,"我从INTP转到了ENTP ...
好吧，以前应该是测错了，因为我是肯定外向的人。。。
手指长得不错 哈哈哈哈~，就是现在肥了，所以粗了点
然后长得不高。



= =，肢体语言很丰富是我的标志"
ENTP 发明者小组,"1.手指修长。 
2.在周围人眼中，身高比大众稍高，身材较好，长相偏上。 
3.开会的时候----特别是在开会的时候，经常玩弄小玩意儿，例如转笔等，关键是：一定会出现动静。（玩意儿失控掉下的响声。如果确定这点基本可以断定entp） 
4.各种体育运动似乎都有天赋。 


1.手指不算长，但是很瘦，完全和我身形不和谐
2.160的个子，长相不出众，但是看什么人看了，有的人觉得我有味道，有的觉得不好看，这很正常的吧。。哪怕腿粗，身材也被夸不错~
3.这个极准，跟有好动症一样！
4.体育不咋地，但是要是娱乐项目，玩几次基本不是高手，也能成中级水准~"
ENTP 发明者小组,1/2/3神准，4。。。呃，除了耐力好，真没什么体育天赋。
ENTP 发明者小组,"神准哦，
我手指长哦，小时候玩珠子，有手卡的，我最长，称为卡王。。
180的身高，南方人算高了。。
无论大家多么安静，多么自觉，我都会做点奇怪的事情出来，转笔啊，敲桌子啊，深呼吸啊。。。
体育的话，自行车我很行呢，游泳也很行呢，。


entp的人是不是喜欢个人的运动呢，我发现我一点不喜欢篮球，足球，网球，羽毛球，乒乓球，地球。。"
ENTP 发明者小组,外貌还有要求，难道不是指一种性格等等综合的人群么。。。怎么跟外貌还有关系
ENTP 发明者小组,这个外貌有什么关系！
ENTP 发明者小组,额，第三次了！！我今天偶遇你第三次了！
ENTP 发明者小组,噗。。。握个爪必须握个爪
ENTP 发明者小组,除“外貌偏上”这个众口难调的事儿以外全部中枪啊魂淡！！！！
ENTP 发明者小组,entp批判性不强吧，P的包容性很强。J的批判性才强。
ENTP 发明者小组,这个外貌特征的角度很有价值。我觉得很有必要。
ENTP 发明者小组,我之前碰到一个，只有第3条符合算不算啊？？因为培训坐我旁边啊，转笔啊一会儿笔掉了啊总之各种动静啊，我不知道他到底在搞毛啊
ENTP 发明者小组,真没见过活体ENTP帅哥！！！！！
ENTP 发明者小组,……个子不高
ENTP 发明者小组,身边三ENTP 脸鼻眉都比较有棱角
ENTP 发明者小组,"1.手指修长。--->我真心想要修長手指 
2.在周围人眼中，身高比大众稍高，身材较好，长相偏上。--->?? 
3.开会的时候----特别是在开会的时候，经常玩弄小玩意儿，例如转笔等，关键是：一定会出现动静。（玩意儿失控掉下的响声。如果确定这点基本可以断定entp）--->我笑了 
4.各种体育运动似乎都有天赋---->2.3項滿強的, 基本上都玩得不錯 

再说两句不是太具体的： 
不太懂得感情表达，拐弯抹角的对entp表达情感纯属浪费时间。 --->是的Q_Q
批判性极强。 --->沒同情心
多少有点强迫症。--->大同意!! 
各领域都有所涉猎，大部分情况下，不只停留在肤浅层面的涉猎。"
ENTP 发明者小组,听课时转笔，弹桌子。运动细胞还可以。
ENTP 发明者小组,不是特有同情心。但受了别人同情的好处后就变有同情心了。
ENTP 发明者小组,"手指……不一定，不过似乎手都比较大？ 

身高，至少接触的那些确实都不矮 

我觉得多动症几乎每个ENTP都符合。。。不然他就不是ENTP了，好奇心强的人都会这样，还喜欢拆家伙，破坏王 

至少认识的那几个都对体育有一定的爱好，不一定多精，而且很多项目还是具有对抗性的 

怎么说捏，我觉得ENTP有的人就会学无所精什么都懂一点，有的就会学一样精一样。。。我两种都遇见过，前者往往爱好比较广泛不挑食，后者有时候对某些个科目会完全不感兴趣可能也是爱好集中的关系更容易精通"
ENTP 发明者小组,"我觉得多动症几乎每个ENTP都符合。。。不然他就不是ENTP了，好奇心强的人都会这样，还喜欢拆家伙，破坏王 




这个，坐不会坐得很端正。各种姿势。从小就被父母称破坏王。"
ENTP 发明者小组,没见过一个ENTP小时候不喜欢搞破坏的。。。。。。。我记得我小时候的同桌就是个ENTP话巨多，多动症，破坏王，虽然成绩不错，但老师就是受不了他，觉得他是问题儿童，我就是全班特安静沉默的，然后为了牵制作用就把我和他流放到了同一桌。。。结果我和他是全班唯一一对男女同桌=。=那种方式巨诡异的…………他上课总要做点静不下来的事。。。转笔、抖腿、甚至转圆规！有时候笔掉下去扎到大腿还会叫出来。。。。。。。
ENTP 发明者小组,我作为一个女的，还没那么严重。。。
ENTP 发明者小组,呃。。。我因为接触到的都是男的。。。。一个类型男女也会有好多区别呢
ENTP 发明者小组,开会确实蛮喜欢动来动去，体育是蛮感兴趣，后面的几条不具体的还蛮准的。
ENTP 发明者小组,不能同意更多，但会看各种体育比赛，并且把规则搞明白。
ENTP 发明者小组,各种躺枪，第4个也很像~~
ENTP 发明者小组,"ENTP真心不一定。。。有见过极其擅长的，像猴子一样总是在蹦哒停不下来的，也见过一动不动的。也有稍微沾点但是不精的
NT也有见过不少喜欢和擅长体育的，但INT几乎都喜欢独自一个人的，比方说跑步和游泳
而ENT喜欢的话都基本具有对抗性，足球，篮球，甚至橄榄球什么的"
ENTP 发明者小组,我就不信没有矮的entp.....
ENTP 发明者小组,我就是= =
ENTP 发明者小组,马云啊！
ENTP 发明者小组,握爪
ENTP 发明者小组,马云是entp莫？
ENTP 发明者小组,"准了
体育是随便玩玩还行。。。"
ENTP 发明者小组,"体育细胞不行。

外表软绵绵，内心理智。所以总是吸引错的人。"
ENTP 发明者小组,"额…平反，我是entp，但极品飞车和劲乐团这样的游戏成绩很好，篮球和排球的跑位也自信过关。12分钟跑快到优秀。平常骑行，2小时15分可以骑车50公里山路，累计高差1公里半。

简单说，运动这一块，entp也不差，取决于方法"
ENTP 发明者小组,"转笔……残念……
ENTP果然厉害的说
从小学开始身边的女生转笔我就望尘莫及……"
ENTP 发明者小组,"恩 爱转笔。
不太懂得也懒得表达感情。

对体育其实挺热爱，大概源于利比多过剩。"
ENTP 发明者小组,"是

还有郎咸平亦是"
ENTP 发明者小组,在下身高167
ENTP 发明者小组,"那是你的Si比较好。 

劲乐团我只能到Lv11 

极品飞车纯靠操作，对路面距离感的把握和过弯完全把握不住。通常游戏通过进程到一半

我就会感到困难。

别的类型游戏我都能玩得优秀。"
ENTP 发明者小组,"你是男生吗？
我女生只有157=="
ENTP 发明者小组,是男生
ENTP 发明者小组,"體育白癡。。。只有仰臥起坐可以拿出來說

其他3條准"
ENTP 发明者小组,天啊 实在太符合我了，，，，手指修长 身材较好 强迫症 句句戳心哪~
ENTP 发明者小组,"我除了手指修长！！！
运动跑800都差点挂掉！！！
身材一般！！！
爱吃~~~爱吃的人怎么有个好身材！！！"
ENTP 发明者小组,尼玛 完全中枪啊！！！！每一条都中了~
ENTP 发明者小组,中~
ENTP 发明者小组,全中啦 有意思～
ENTP 发明者小组,我是INTP 男 这么说之类有很多ENTP 美女咯？
ENTP 发明者小组,ENTP身材好？长相还行，但是ENTP自控力是不行的，身材怎么能好
ENTP 发明者小组,基本都中了，除了强迫症和感情表达，我不认为自己有强迫症呢，然后别人话没说完咱就能知道意思的说。
ENTP 发明者小组,"嗯嗯，我感觉自己运动项目不差，
尤其是学得快。一帮人一起学，绝对是先学会那拨的。"
ENTP 发明者小组,"体育天赋貌似没有，但是体育也不太差
拐弯抹角对我表达感情确实是浪费时间。。如果不是认真表白我都会认为是开玩笑的~"
ENTP 发明者小组,"好吧，我躺枪了，转笔，各种开会小动作
劲乐团4X级不挂，25级以下全连，以前苦练2年VOS
运动就喜欢台球，貌似没多少运动量。
打爵士鼓运动量比较大，每次一身汗！！爬山也挺喜欢的，其他运动真不感冒

不太懂得感情表达，拐弯抹角的entp表达情感纯属浪费时间。 嗯，确实 
批判性极强。 这个不怎么批判
多少有点强迫症。 很多的强迫症"
ENTP 发明者小组,ENTP最大特点是挥金如土
ENTP 发明者小组,靠，我嚴重懷疑測錯了，這根本是我啊。開會轉筆轉到掉下來，小時候是破壞王，不用拳頭卻能把看不順眼的同學玩到半死，還跟小學老師辯法律辯科學原理，最後被拉去輔導，電器問題看一眼就知道如何修，還有剛學會上網就學了一堆黑客技術......
ENTP 发明者小组,我是跑在看到圓週內最短的線，從書上學的，但絕對沒心情不停練習造出最佳時間，其實我想過用黑的就能改出最速紀錄，根本不用練。
ENTP 发明者小组,...... 你确定你是ENTP么？
ENTP 发明者小组,"難道是INTP嗎？但感覺上我比他們都會走極端路線。

而且這陣子跟真正的ESTP及ESFJ多見面，就加強了氣場不同的想法了。"
ENTP 发明者小组,"一般在这种事情上取巧 属于S型

INTP也会做 不过极少， 因为作弊游戏等同于加快游戏进程 忽略游戏体验"
ENTP 发明者小组,沒做過，只是想到有人可以這樣做，對體驗來說當然不好，也破壞了系統平衡，但對於急於取得結果的人來說，不論N/S都做得出來吧。
ENTP 发明者小组,这就是MBTI的作用了。片面的来说，所有的P都不急于求结果，所有的J都急于求结果
ENTP 发明者小组,你没做，是因为你是P。 不过这种事情上去取巧，其实是S的作用
ENTP 发明者小组,"其實我不介意自己是S或N。

但我不同意S會引申出取巧不取巧的, 只是動機不同, 也許S是靠取巧養活自己, 而N把它當作一次實驗。"
ENTP 发明者小组,"我的意思是，在这一类事情上取巧 抄近路 急功近利 是S所为

其实我说了两点的"
ENTP 发明者小组,"但你不覺得有時候看到裂縫, 就把他撬開來看看, 其實是挺有趣的不? 當然要考慮結果, 但看過後把它補回, 那就更完美了。

可能你誤解了我的意思, 我說的是跑道上彎角內最短的線, 是外-內-外的那種, 不是直接離開跑道撞過去。"
ENTP 发明者小组,"我知道你的意思， 我是说， 你想用黑的改出成绩。 这一点是作弊。

不过，你所为的黑，是黑客的方式进计算机系统修改成绩？"
ENTP 发明者小组,"是的, 黑進計算機, 修改紀錄的方法似乎有很多......"
ENTP 发明者小组,"哦，那这个做法是N.... 同样是投机取巧的方法， 但是这是N

简单的来说，N用的方式是比较现代化的。"
ENTP 发明者小组,握個爪
ENTP 发明者小组,"恩 Ne和Se同样是面对环境进行变化而适应环境

区别是 Ne比Se更能模拟出更远的变化，从而进行更丰富的层面的改变"
ENTP 发明者小组,太准确了
ENTP 发明者小组,没错。那些想要个强大的配偶的，都去找外形威猛的了，实际上呢那些体格强壮动作和表情自信的家伙，大多外强中干。。
ENTP 发明者小组,"准到爆。。

除了那個體育的，我是大部分體育都很有天賦，除了和韌帶有關的，而且，我不會跳繩。"
ENTP 发明者小组,手指不长，个子也不高。
ENTP 发明者小组,长相和性格没有必要联系
ENTP 发明者小组,哇塞！我手指很长！！难道这都有关系！个子高身材好也是我都跟我爸一样高了
ENTP 发明者小组,"从小破坏力++++

手指不长 ，个子中等

3,4比较符合

= =谁说NT不擅长体育 ，体育棒棒哒我号称非人类好嘛~"
ENTP 发明者小组,对，篮球足球我都不喜欢，两个人的还好
ENTP 发明者小组,"好吧，2012年。。
我应该是【中二】
哈哈"
ENTP 发明者小组,出了4都中。。我死宅，运动不可能好。哈哈。。。
ENTP 发明者小组,除了3 开会喜欢玩手指玩笔之类的小玩意儿 不过不会搞出什么声音
ENTP 发明者小组,有点微胖。
ENTP 发明者小组,RT，我是5+7
ENTP 发明者小组,3+8
ENTP 发明者小组,5v4
ENTP 发明者小组,我试图以九型作为MBTI的辅助。因为同种MBTI的人之间还是会有不少差别，特别是ENTP，差别似乎特别明显。
ENTP 发明者小组,我是4号。建议你认真研究一下4号。对4号的理解要深入一些才好，很多4号在表面上像其他号码，可本质上是4号。我的判断是：4号多是NTP，5号多是NTJ。以感性作为主导的人，多为P。以理性作为主导的人，多为J
ENTP 发明者小组,3 或8总是这两个
ENTP 发明者小组,如果LS的把MBTI的相关东东都研究透了，像灰块那样的话 我估计对其他的测试都不会感兴趣了！
ENTP 发明者小组,我试图以九型作为MBTI的辅助。因为同种MBTI的人之间还是会有不少差别，特别是ENTP，差别似乎特别明显。
ENTP 发明者小组,7
ENTP 发明者小组,4
ENTP 发明者小组,我是4号。建议你认真研究一下4号。对4号的理解要深入一些才好，很多4号在表面上像其他号码，可本质上是4号。我的判断是：4号多是NTP，5号多是NTJ。以感性作为主导的人，多为P。以理性作为主导的人，多为J
ENTP 发明者小组,7和9
ENTP 发明者小组,7w8 略有5
ENTP 发明者小组,建议接触霍兰德职业测试。这个理论可以弥补mbti的不严密
ENTP 发明者小组,Motivator 3型 Less common
ENTP 发明者小组,9W8
ENTP 发明者小组,5+7，8~
ENTP 发明者小组,九型人格建议不要当真，准确度和科学性比MBTI差远了
ENTP 发明者小组,5 8 9
ENTP 发明者小组,观察者
ENTP 发明者小组,"我个人认为我自己是 5+7

测试结果是无法判断我的9型类型"
ENTP 发明者小组,4.7.8
ENTP 发明者小组,4、5、7~~
ENTP 发明者小组,7+5
ENTP 发明者小组,7
ENTP 发明者小组,大概有5种属性特征
ENTP 发明者小组,我本来一直是4号，本质也倾向4号，奇怪了后来测居然7号分数最高。
ENTP 发明者小组,7
ENTP 发明者小组,4 7
ENTP 发明者小组,我发现好多7啊
ENTP 发明者小组,4
ENTP 发明者小组,7777777一直7
ENTP 发明者小组,7 一开始做也有4 好像7很多阿………
ENTP 发明者小组,3+8
ENTP 发明者小组,7+4
ENTP 发明者小组,4+8
ENTP 发明者小组,7+1
ENTP 发明者小组,3+5
ENTP 发明者小组,4号童鞋，感性是F，理性是T，，和JP没关系的啦~
ENTP 发明者小组,7W6/8
ENTP 发明者小组,7+3+1，不理解为什么会有那么多的4号。。
ENTP 发明者小组,3w7
ENTP 发明者小组,应该是5吧 179都是百分之六十 总的来说很平均= =
ENTP 发明者小组,大部分应该都是7，我1也特别高，貌似是压力下的转换，但是压力期也太长了……
ENTP 发明者小组,5v4
ENTP 发明者小组,有2w1的吗？
ENTP 发明者小组,一定要告诉我啊！
ENTP 发明者小组,7
ENTP 发明者小组,5和7~~~
ENTP 发明者小组,4
ENTP 发明者小组,3
ENTP 发明者小组,3
ENTP 发明者小组,7+4
ENTP 发明者小组,8W9～～
ENTP 发明者小组,4+5
ENTP 发明者小组,8
ENTP 发明者小组,5+7
ENTP 发明者小组,5和7看上去很矛盾，但是融合一下几乎正好就是ENTP
ENTP 发明者小组,"3w4
这个九型人格测试感觉怪怪的，诸多万能回复—ˇ—
而且绕来绕去像打太极一样"
ENTP 发明者小组,跟你一样，78高，5略低于8
ENTP 发明者小组,7，3
ENTP 发明者小组,"3,7"
ENTP 发明者小组,4+5
ENTP 发明者小组,另有1
ENTP 发明者小组,"3.1.8
很奇怪entp这种创业奋斗及其强烈激进的人怎么会悲观浪漫……"
ENTP 发明者小组,"9 3 5
9w8"
ENTP 发明者小组,3w4
ENTP 发明者小组,4w3自保，entp与intp间摇摆，对自己表示累觉不爱
ENTP 发明者小组,"3, 然后8次多，接下来1和5一样多。。迷茫中

据说3w8是不会出现的"
ENTP 发明者小组,看上去集中在4，7，3这几个
ENTP 发明者小组,我也是7w4...
ENTP 发明者小组,還是7w3，，我也忘了。。。。。
ENTP 发明者小组,9~7
ENTP 发明者小组,4最高，7第二，3第三
ENTP 发明者小组,四最高 另外五和七也蛮高的
ENTP 发明者小组,6，9，2
ENTP 发明者小组,"8W7 
8，3，7"
ENTP 发明者小组,?5w4比较 严肃的一类？
ENTP 发明者小组,5w4 的确是 INTJ
ENTP 发明者小组,三号
ENTP 发明者小组,3 或8总是这两个
ENTP 发明者小组,我也是3w8
ENTP 发明者小组,5最高8第二4第三
ENTP 发明者小组,3
ENTP 发明者小组,我自测是5，侧翼4，但我认识一个专家说我是3，侧翼不明，偏4可能大于偏2。
ENTP 发明者小组,3 Achiever。
ENTP 发明者小组,附带7的属性
ENTP 发明者小组,8
ENTP 发明者小组,8w7
ENTP 发明者小组,7最高其次4然后5、6
ENTP 发明者小组,4号……nfp多吧……
ENTP 发明者小组,我是4+1+5
ENTP 发明者小组,567
ENTP 发明者小组,最高的三个7.5.4
ENTP 发明者小组,8.4.6
ENTP 发明者小组,只有5
ENTP 发明者小组,成就者和竞选者
ENTP 发明者小组,8
ENTP 发明者小组,7
ENTP 发明者小组,啥玩意 没有5w7这种东西啊🌚
ENTP 发明者小组,"8w9
然后跟后面的大家解释一下，侧翼就是+-1的类型，而不是得分倾向第二高的类型。
比如我的属性测试从高到底是8,3,9,7，那我就是8w9,因为只需比较9和7即可"
ENTP 发明者小组,5w6还是6w5？我5和6都是最高的，难以分辨到底是哪种
ENTP 发明者小组,记得是7
ENTP 发明者小组,7→5→8，7w8
ENTP 发明者小组,4
ENTP 发明者小组,7w8
ENTP 发明者小组,什么样的父母培养成了entp呢？
ENTP 发明者小组,"单亲妈，esfj
从小日常嘴炮和矛盾，家乡特产暴力妈"
ENTP 发明者小组,是挺贤惠的，但是她唯独不关心你的内心世界！很独裁，不讲理。
ENTP 发明者小组,经常干涉孩子自由。。
ENTP 发明者小组,esfj妈特别传统妇女那种！！！
ENTP 发明者小组,哈哈，一样
ENTP 发明者小组,我爸intj，妈是esfj
ENTP 发明者小组,跟爸关系好
ENTP 发明者小组,same as me
ENTP 发明者小组,真的吗？？？好神奇
ENTP 发明者小组,"单亲妈，esfj
从小日常嘴炮和矛盾，家乡特产暴力妈"
ENTP 发明者小组,esfj妈特别传统妇女那种！！！
ENTP 发明者小组,经常干涉孩子自由。。
ENTP 发明者小组,ntj+sfj女
ENTP 发明者小组,妈妈么？
ENTP 发明者小组,ntj爸，还比较偏S，总之没有一个理解我的..
ENTP 发明者小组,我爸爸intj，八维es也比较高，真正聊开了反而变成好朋友了
ENTP 发明者小组,我妈esfj真的聊不来。。。
ENTP 发明者小组,那你还好有个爹能聊，sfj真的就是剧毒☠️妈妈👩中的高发类型
ENTP 发明者小组,哈哈哈哈是呀从小毫无个人隐私，好在我爸后来理解我了
ENTP 发明者小组,真好，🇨🇳父母能成长的不多
ENTP 发明者小组,是呀，但是也是在经历过我的n次崩溃后，，好在他系统化思考能力强，而且是那种比较有个性的，我也欣赏，，
ENTP 发明者小组,家人还是要包容呀，我是个性比较尖锐那种，后来经历了一些事慢慢好了些
ENTP 发明者小组,这个还是要看双方的努力，父母一步都不往前走去理解孩子，当孩子的也很累很痛苦
ENTP 发明者小组,是的没错
ENTP 发明者小组,这个过程很难
ENTP 发明者小组,INTJ ISFJ
ENTP 发明者小组,果然都需要一个intj做启蒙嘛！
ENTP 发明者小组,虽然我和我妈聊不来 但是其实童年的爱都是妈妈给的 我对SFJ的印象很好 INTJ们吧...有点冷酷无情要求很高吧...
ENTP 发明者小组,是的！！！确实要求很高，但是我爸好有个性，我好喜欢哈哈
ENTP 发明者小组,我妈关键是之前身体不好，还要我小时候照顾。。。然后比较传统，我思想比较开放
ENTP 发明者小组,f的人不太会伤害别人
ENTP 发明者小组,我爸intj！！
ENTP 发明者小组,喜欢intj不解释
ENTP 发明者小组,爸爸entp 妈妈isfj 我entp 男朋友isfj........小时候经常被妈妈打，妈妈很凶不讲理，爸爸讲理。现在男朋友特别温柔，但是也不讲理，不和entp讲理，我真的会疯的。
ENTP 发明者小组,爸爸entp 妈妈isfj 我entp 男朋友isfj........小时候经常被妈妈打，妈妈很凶不讲理，爸爸讲理。现在男朋友特别温柔，但是也不讲理，不和entp讲理，我真的会疯的。
ENTP 发明者小组,sfj妈妈真的女主人那种。。。家里什么事都要管
ENTP 发明者小组,是啊，sf的男生比较温柔，但是真的不够逻辑。。。。。
ENTP 发明者小组,是挺贤惠的，但是她唯独不关心你的内心世界！很独裁，不讲理。
ENTP 发明者小组,是的，在她面前没有隐私可言
ENTP 发明者小组,父母很开明（也可能是我太自我，所以对于自己认定的事情都要据理力争），对于我的想法会包容支持，较容易说服
ENTP 发明者小组,我爸比较开明，妈妈是传统主妇型
ENTP 发明者小组,enfj+entp
ENTP 发明者小组,哇哦，n系
ENTP 发明者小组,我爸ESTP 我妈ISFJ 我妈果然和我完全相反，以及听过一个说法：NS相同其他不同是灵魂伴侣，想来当年爸妈是真爱吧，可是也离婚了
ENTP 发明者小组,"麻麻是ISFJ……我也很好奇她是咋把我养成截然相反的性子的emmm
另有个双胞胎哥哥怀疑他是ESTP~"
ENTP 发明者小组,哈哈我妈也sfj，不过很少参与我成长
ENTP 发明者小组,唉，有时候相爱就是这样啊
ENTP 发明者小组,我爸entj我妈istj
ENTP 发明者小组,爸爸厉害哦
ENTP 发明者小组,哈哈没有，他在家里很不严肃的。我其实也想变成entj，好多大佬都是entj
ENTP 发明者小组,entp也很大佬的哈哈
ENTP 发明者小组,intj爸原来严肃，现在和我成为了好友😂
